Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"153163000";"2153100";"3297";"1162.1";""
"154361000";"2153100";"3297";"1171.1";""
"155493000";"2241900";"3297";"1180.2";""
"156625000";"2241900";"3297";"1189.3";""
"157757000";"2241900";"3297";"1198.4";""
"158829000";"2241900";"3297";"1203.7";""
"160032000";"2241900";"3297";"1212.8";""
"161165000";"2241900";"3297";"1221.5";""
"162297000";"2243200";"3297";"1230.6";""
"163430000";"2243200";"3297";"1239.7";""
"164503000";"2243200";"3297";"1245.0";""
"165702000";"2243200";"3297";"1254.1";""
"166834000";"2243200";"3297";"1263.2";""
"167968000";"2243200";"3297";"1272.3";""
"169100000";"2260400";"3297";"1281.4";""
"170178000";"2260400";"3297";"1286.6";""
"171375000";"2260400";"3297";"1295.7";""
"172508000";"2260400";"3297";"1304.8";""
"173641000";"2260400";"3297";"1313.9";""
"174774000";"2260400";"3297";"1323.0";""
"175846000";"2260400";"3297";"1327.9";""
"177044000";"2137100";"3297";"1337.4";""
"178177000";"2137100";"3297";"1346.1";""
"179316000";"2137100";"3297";"1355.6";""
"180447000";"2137100";"3297";"1364.3";""
"181520000";"2137100";"3297";"1369.6";""
"182723000";"2137100";"3297";"1379.0";""
"183856000";"2257600";"3297";"1388.1";""
"184989000";"2257600";"3297";"1397.2";""
"186121000";"2257600";"3297";"1406.3";""
"187193000";"2257600";"3297";"1411.6";""
"188391000";"2257600";"3297";"1420.7";""
"189529000";"2257600";"3297";"1429.8";""
"190662000";"2259300";"3297";"1438.9";""
"191794000";"2259300";"3297";"1448.0";""
"192867000";"2259300";"3297";"1453.2";""
"194065000";"2259300";"3297";"1462.3";""
"195198000";"2259300";"3297";"1471.1";""
"196331000";"2259300";"3297";"1480.1";""
"197464000";"2243800";"3297";"1489.2";""
"198537000";"2243800";"3297";"1494.5";""
"199740000";"2243800";"3297";"1503.6";""
"200873000";"2243800";"3297";"1512.7";""
"202005000";"2243800";"3297";"1521.8";""
"203137000";"2243800";"3297";"1530.9";""
"204210000";"2243800";"3297";"1536.2";""
"205407000";"2137500";"3297";"1545.3";""
"206540000";"2137500";"3297";"1554.4";""
"207672000";"2137500";"3297";"1563.5";""
"208804000";"2137500";"3297";"1572.5";""
"209883000";"2137500";"3297";"1577.8";""
"211082000";"2137500";"3297";"1586.9";""
"212215000";"2258900";"3297";"1596.0";""
"213346000";"2258900";"3297";"1604.7";""
"214478000";"2258900";"3297";"1613.8";""
"215552000";"2258900";"3297";"1619.1";""
"216750000";"2258900";"3297";"1628.2";""
"217883000";"2258900";"3297";"1637.3";""
"219014000";"2244700";"3297";"1646.4";""
"220153000";"2244700";"3297";"1655.5";""
"221225000";"2244700";"3297";"1660.8";""
"222423000";"2244700";"3297";"1669.8";""
"223556000";"2244700";"3297";"1678.9";""
"224694000";"2244700";"3297";"1688.0";""
"225826000";"2257400";"3297";"1697.1";""
"226900000";"2257400";"3297";"1702.4";""
"228098000";"2257400";"3298";"1711.5";""
"229230000";"2257400";"3298";"1720.6";""
"230369000";"2257400";"3298";"1729.3";""
"231501000";"2257400";"3297";"1738.4";""
"232575000";"2257400";"3297";"1743.7";""
"233773000";"2122100";"3297";"1752.8";""
"234905000";"2122100";"3297";"1761.9";""
"236038000";"2122100";"3297";"1771.0";""
"237171000";"2122100";"3297";"1780.0";""
"238244000";"2122100";"3297";"1785.3";""
"239447000";"2122100";"3297";"1794.4";""
"240579000";"2259300";"3297";"1803.5";""
"241710000";"2259300";"3297";"1812.2";""
"242843000";"2259300";"3297";"1821.3";""
"243917000";"2259300";"3297";"1826.6";""
"245114000";"2259300";"3297";"1836.1";""
"246247000";"2259300";"3297";"1845.2";""
"247380000";"2261000";"3297";"1854.3";""
"248513000";"2261000";"3297";"1863.0";""
"249593000";"2261000";"3297";"1868.3";""
"250791000";"2261000";"3297";"1877.7";""
"251924000";"2261000";"3297";"1886.4";""
"253056000";"2261000";"3297";"1895.5";""
"254190000";"2241300";"3297";"1904.6";""
"255262000";"2241300";"3297";"1909.9";""
"256460000";"2241300";"3297";"1919.0";""
"257592000";"2241300";"3297";"1928.1";""
"258725000";"2241300";"3297";"1936.8";""
"259863000";"2241300";"3297";"1945.9";""
"260937000";"2241300";"3297";"1951.2";""
"262135000";"2122400";"3297";"1960.3";""
"263268000";"2122400";"3297";"1969.4";""
"264400000";"2122400";"3297";"1978.5";""
"265533000";"2122400";"3297";"1987.6";""
"266610000";"2122400";"3297";"1992.8";""
"267808000";"2122400";"3297";"2001.9";""
"268941000";"2259500";"3297";"2011.0";""
"270079000";"2259500";"3297";"2020.1";""
"271212000";"2259500";"3297";"2029.2";""
"272285000";"2259500";"3297";"2034.5";""
"273483000";"2259500";"3297";"2043.6";""
"274615000";"2259500";"3297";"2052.3";""
"275749000";"2241700";"3297";"2061.4";""
"276882000";"2241700";"3297";"2070.5";""
"277956000";"2241700";"3297";"2075.8";""
"279154000";"2241700";"3297";"2084.9";""
"280292000";"2241700";"3297";"2093.9";""
"281425000";"2241700";"3297";"2103.0";""
"282557000";"2258900";"3297";"2112.1";""
"283630000";"2258900";"3297";"2117.4";""
"284828000";"2258900";"3297";"2126.5";""
"285960000";"2258900";"3297";"2135.6";""
"287093000";"2258900";"3297";"2144.7";""
"288225000";"2258900";"3297";"2153.8";""
"289304000";"2258900";"3297";"2159.1";""
"290501000";"2136900";"3297";"2168.2";""
"291634000";"2136900";"3297";"2177.3";""
"292767000";"2136900";"3297";"2186.0";""
"293900000";"2136900";"3297";"2195.1";""
"294973000";"2136900";"3297";"2200.3";""
"296171000";"2136900";"3297";"2209.4";""
"297303000";"2243800";"3297";"2218.5";""
"298436000";"2243800";"3297";"2227.2";""
"299574000";"2243800";"3297";"2236.7";""
"300647000";"2243800";"3297";"2242.0";""
"301845000";"2243800";"3297";"2251.1";""
"302977000";"2243800";"3297";"2259.8";""
"304110000";"2242300";"3297";"2268.9";""
"305243000";"2242300";"3297";"2278.0";""
"306316000";"2242300";"3297";"2283.3";""
"307513000";"2242300";"3297";"2292.7";""
"308651000";"2242300";"3297";"2301.8";""
"309789000";"2242300";"3297";"2310.9";""
"310921000";"2274600";"3297";"2320.0";""
"311993000";"2274600";"3297";"2325.3";""
"313191000";"2274600";"3297";"2334.4";""
"314323000";"2274600";"3297";"2343.1";""
"315456000";"2274600";"3297";"2352.2";""
"316589000";"2274600";"3297";"2361.3";""
"317662000";"2274600";"3297";"2366.6";""
"318860000";"2124100";"3297";"2375.7";""
"319998000";"2124100";"3297";"2384.8";""
"321131000";"2124100";"3297";"2393.9";""
"322263000";"2124100";"3297";"2402.6";""
"323337000";"2124100";"3297";"2408.2";""
"324535000";"2124100";"3298";"2417.3";""
"325668000";"2258700";"3298";"2426.4";""
"326800000";"2258700";"3298";"2435.5";""
"327933000";"2258700";"3298";"2444.2";""
"329006000";"2258700";"3298";"2449.9";""
"330210000";"2258700";"3298";"2459.0";""
"331342000";"2258700";"3298";"2467.7";""
"332475000";"2242300";"3298";"2476.8";""
"333607000";"2242300";"3298";"2485.9";""
"334680000";"2242300";"3298";"2491.2";""
"335879000";"2242300";"3298";"2500.2";""
"337011000";"2242300";"3298";"2509.3";""
"338144000";"2242300";"3298";"2518.1";""
"339282000";"2241900";"3298";"2527.1";""
"340356000";"2241900";"3298";"2532.4";""
"341553000";"2241900";"3298";"2541.5";""
"342685000";"2241900";"3298";"2550.6";""
"343817000";"2241900";"3298";"2559.7";""
"344950000";"2241900";"3298";"2568.8";""
"346023000";"2241900";"3297";"2574.1";""
"347221000";"2138500";"3297";"2583.2";""
"348354000";"2138500";"3297";"2592.3";""
"349492000";"2138500";"3297";"2601.4";""
"350629000";"2138500";"3297";"2610.5";""
"351703000";"2138500";"3297";"2615.7";""
"352901000";"2138500";"3298";"2624.8";""
"354032000";"2240900";"3298";"2633.5";""
"355165000";"2240900";"3298";"2642.6";""
"356299000";"2240900";"3298";"2651.7";""
"357372000";"2240900";"3298";"2657.0";""
"358569000";"2240900";"3297";"2666.1";""
"359707000";"2240900";"3297";"2675.2";""
"360840000";"2258900";"3297";"2684.3";""
"361972000";"2258900";"3298";"2693.4";""
"363046000";"2258900";"3298";"2698.7";""
"364243000";"2258900";"3298";"2707.8";""
"365376000";"2258900";"3298";"2716.8";""
"366507000";"2258900";"3298";"2725.9";""
"367639000";"2244700";"3298";"2734.6";""
"368713000";"2244700";"3298";"2740.3";""
"369917000";"2244700";"3298";"2749.4";""
"371049000";"2244700";"3298";"2758.1";""
"372182000";"2244700";"3298";"2767.2";""
"373315000";"2244700";"3298";"2776.3";""
"374388000";"2244700";"3298";"2781.6";""
"375585000";"2136800";"3298";"2790.7";""
"376718000";"2136800";"3298";"2799.8";""
"377849000";"2136800";"3298";"2808.9";""
"378981000";"2136800";"3298";"2817.6";""
"380061000";"2136800";"3298";"2822.9";""
"381259000";"2136800";"3298";"2832.3";""
"382391000";"2242300";"3298";"2841.0";""
"383523000";"2242300";"3297";"2850.1";""
"384656000";"2242300";"3297";"2859.2";""
"385729000";"2242300";"3297";"2864.9";""
"386926000";"2242300";"3297";"2874.0";""
"388059000";"2242300";"3297";"2883.1";""
"389192000";"2278200";"3297";"2892.2";""
"390330000";"2278200";"3297";"2900.9";""
"391404000";"2278200";"3297";"2906.2";""
"392606000";"2278200";"3297";"2915.3";""
"393739000";"2278200";"3297";"2924.3";""
"394872000";"2278200";"3297";"2933.4";""
"396004000";"2240400";"3297";"2942.5";""
"397077000";"2240400";"3297";"2947.8";""
"398274000";"2240400";"3297";"2956.9";""
"399412000";"2240400";"3297";"2966.0";""
"400545000";"2240400";"3297";"2974.7";""
"401677000";"2240400";"3297";"2983.8";""
"402750000";"2240400";"3298";"2989.1";""
"403949000";"2137100";"3298";"2998.6";""
"405081000";"2137100";"3298";"3007.7";""
"406213000";"2137100";"3298";"3016.7";""
"407346000";"2137100";"3298";"3025.5";""
"408420000";"2137100";"3298";"3031.1";""
"409623000";"2137100";"3298";"3040.2";""
"410755000";"2259300";"3298";"3049.3";""
"411888000";"2259300";"3298";"3058.0";""
"413020000";"2259300";"3298";"3067.1";""
"414093000";"2259300";"3298";"3072.4";""
"415291000";"2259300";"3298";"3081.5";""
"416423000";"2259300";"3298";"3090.6";""
"417556000";"2244300";"3298";"3099.7";""
"418687000";"2244300";"3298";"3108.4";""
"419758000";"2244300";"3298";"3113.7";""
"420964000";"2244300";"3298";"3123.1";""
"422097000";"2244300";"3298";"3132.2";""
"423230000";"2244300";"3298";"3140.9";""
"424363000";"2242100";"3297";"3150.0";""
"425436000";"2242100";"3297";"3155.7";""
"426634000";"2242100";"3297";"3164.8";""
"427767000";"2242100";"3297";"3173.9";""
"428900000";"2242100";"3298";"3183.0";""
"430037000";"2242100";"3298";"3192.1";""
"431109000";"2242100";"3298";"3197.4";""
"432308000";"2151500";"3298";"3206.4";""
"433439000";"2151500";"3298";"3215.2";""
"434576000";"2151500";"3298";"3224.3";""
"435710000";"2151500";"3298";"3233.3";""
"436782000";"2151500";"3297";"3238.6";""
"437981000";"2151500";"3297";"3247.7";""
"439113000";"2242600";"3297";"3256.8";""
"440251000";"2242600";"3297";"3265.9";""
"441383000";"2242600";"3298";"3275.0";""
"442456000";"2242600";"3298";"3280.3";""
"443654000";"2242600";"3298";"3289.4";""
"444787000";"2242600";"3298";"3298.5";""
"445920000";"2259300";"3298";"3307.6";""
"447051000";"2259300";"3298";"3316.7";""
"448125000";"2259300";"3298";"3321.9";""
"449329000";"2259300";"3298";"3331.0";""
"450462000";"2259300";"3298";"3340.1";""
"451595000";"2259300";"3298";"3349.2";""
"452727000";"2259100";"3298";"3358.3";""
"453799000";"2259100";"3298";"3363.6";""
"454997000";"2259100";"3298";"3372.7";""
"456130000";"2259100";"3298";"3381.8";""
"457262000";"2259100";"3298";"3390.5";""
"458395000";"2259100";"3298";"3399.6";""
"459475000";"2259100";"3297";"3404.9";""
"460673000";"2122100";"3297";"3414.0";""
"461806000";"2122100";"3297";"3423.0";""
"462938000";"2122100";"3297";"3432.1";""
"464071000";"2122100";"3297";"3441.2";""
"465144000";"2122100";"3297";"3446.5";""
"466341000";"2122100";"3297";"3455.6";""
"467474000";"2261200";"3296";"3464.7";""
"468606000";"2261200";"3296";"3473.8";""
"469745000";"2261200";"3296";"3482.9";""
"470818000";"2261200";"3296";"3488.2";""
"472016000";"2261200";"3296";"3497.3";""
"473149000";"2261200";"3296";"3506.4";""
"474281000";"2258900";"3296";"3515.4";""
"475415000";"2258900";"3296";"3524.2";""
"476493000";"2258900";"3296";"3529.8";""
"477691000";"2258900";"3296";"3538.9";""
"478824000";"2258900";"3296";"3547.6";""
"479961000";"2258900";"3296";"3556.7";""
"481094000";"2240200";"3296";"3565.8";""
"482166000";"2240200";"3296";"3571.1";""
"483365000";"2240200";"3296";"3580.2";""
"484498000";"2240200";"3296";"3589.3";""
"485630000";"2240200";"3296";"3598.4";""
"486763000";"2240200";"3296";"3607.5";""
"487836000";"2240200";"3295";"3612.8";""
"489034000";"2138300";"3295";"3621.8";""
"490172000";"2138300";"3296";"3630.9";""
"491304000";"2138300";"3296";"3640.0";""
"492436000";"2138300";"3296";"3648.7";""
"493509000";"2138300";"3296";"3654.0";""
"494707000";"2138300";"3296";"3663.1";""
"495840000";"2242300";"3296";"3672.2";""
"496972000";"2242300";"3296";"3681.3";""
"498105000";"2242300";"3296";"3690.4";""
"499178000";"2242300";"3296";"3695.7";""
"500382000";"2242300";"3296";"3704.8";""
"501514000";"2242300";"3296";"3713.9";""
"502646000";"2259500";"3296";"3723.0";""
"503778000";"2259500";"3296";"3731.7";""
"504852000";"2259500";"3296";"3737.3";""
"506050000";"2259500";"3296";"3746.4";""
"507182000";"2259500";"3296";"3755.5";""
"508315000";"2259500";"3296";"3764.6";""
"509453000";"2242300";"3296";"3773.3";""
"510526000";"2242300";"3296";"3778.6";""
"511724000";"2242300";"3296";"3787.7";""
"512857000";"2242300";"3296";"3796.8";""
"513989000";"2242300";"3296";"3805.9";""
"515121000";"2242300";"3296";"3815.0";""
"516194000";"2242300";"3296";"3820.3";""
"517392000";"2138500";"3297";"3829.3";""
"518528000";"2138500";"3297";"3838.4";""
"519666000";"2138500";"3297";"3847.5";""
"520798000";"2138500";"3297";"3856.6";""
"521870000";"2138500";"3297";"3861.9";""
"523068000";"2138500";"3297";"3871.0";""
"524201000";"2258500";"3297";"3880.1";""
"525333000";"2258500";"3297";"3889.2";""
"526464000";"2258500";"3297";"3898.3";""
"527538000";"2258500";"3298";"3903.6";""
"528736000";"2258500";"3298";"3912.7";""
"529874000";"2258500";"3298";"3921.7";""
"531008000";"2259100";"3298";"3930.8";""
"532139000";"2259100";"3298";"3939.6";""
"533213000";"2259100";"3298";"3944.8";""
"534411000";"2259100";"3297";"3953.9";""
"535544000";"2259100";"3297";"3963.0";""
"536677000";"2259100";"3297";"3972.1";""
"537808000";"2244300";"3298";"3981.2";""
"538881000";"2244300";"3298";"3986.5";""
"540084000";"2244300";"3298";"3995.6";""
"541216000";"2244300";"3298";"4004.7";""
"542348000";"2244300";"3298";"4013.4";""
"543481000";"2244300";"3298";"4022.5";""
"544554000";"2244300";"3298";"4027.8";""
"545752000";"2137300";"3298";"4037.2";""
"546885000";"2137300";"3298";"4046.3";""
"548017000";"2137300";"3298";"4055.4";""
"549150000";"2137300";"3298";"4064.1";""
"550228000";"2137300";"3298";"4069.4";""
"551427000";"2137300";"3298";"4078.9";""
"552559000";"2242100";"3298";"4087.6";""
"553692000";"2242100";"3298";"4096.7";""
"554825000";"2242100";"3298";"4105.8";""
"555897000";"2242100";"3298";"4111.1";""
"557095000";"2242100";"3298";"4120.2";""
"558228000";"2242100";"3298";"4128.9";""
"559365000";"2242600";"3298";"4138.0";""
"560502000";"2242600";"3298";"4147.1";""
"561575000";"2242600";"3298";"4152.3";""
"562774000";"2242600";"3298";"4161.4";""
"563907000";"2242600";"3298";"4170.5";""
"565040000";"2242600";"3297";"4179.6";""
"566173000";"2258900";"3298";"4188.7";""
"567246000";"2258900";"3297";"4194.0";""
"568443000";"2258900";"3297";"4203.1";""
"569581000";"2258900";"3297";"4212.2";""
"570713000";"2258900";"3297";"4221.3";""
"571846000";"2258900";"3297";"4230.4";""
"572919000";"2258900";"3297";"4235.6";""
"574117000";"2137100";"3297";"4244.7";""
"575250000";"2137100";"3297";"4253.8";""
"576382000";"2137100";"3297";"4262.5";""
"577516000";"2137100";"3297";"4271.6";""
"578589000";"2137100";"3297";"4276.9";""
"579793000";"2137100";"3297";"4286.0";""
"580925000";"2241700";"3297";"4295.1";""
"582057000";"2241700";"3297";"4304.2";""
"583190000";"2241700";"3297";"4313.3";""
"584263000";"2241700";"3297";"4318.6";""
"585462000";"2241700";"3297";"4327.7";""
"586594000";"2241700";"3297";"4336.8";""
"587727000";"2260800";"3297";"4345.9";""
"588859000";"2260800";"3297";"4354.9";""
"589938000";"2260800";"3297";"4360.2";""
"591135000";"2260800";"3297";"4369.3";""
"592268000";"2260800";"3297";"4378.4";""
"593400000";"2260800";"3297";"4387.1";""
"594534000";"2242300";"3297";"4396.2";""
"595606000";"2242300";"3297";"4401.5";""
"596804000";"2242300";"3297";"4410.6";""
"597936000";"2242300";"3297";"4419.7";""
"599069000";"2242300";"3297";"4428.8";""
"600206000";"2242300";"3297";"4437.9";""
"601279000";"2242300";"3297";"4443.2";""
"602481000";"2136300";"3297";"4452.2";""
"603613000";"2136300";"3297";"4461.3";""
"604746000";"2136300";"3297";"4470.4";""
"605879000";"2136300";"3297";"4479.5";""
"606952000";"2136300";"3297";"4484.8";""
"608151000";"2136300";"3297";"4493.9";""
"609289000";"2258700";"3297";"4503.0";""
"610422000";"2258700";"3297";"4512.1";""
"611555000";"2258700";"3297";"4520.8";""
"612628000";"2258700";"3297";"4526.1";""
"613826000";"2258700";"3297";"4535.2";""
"614958000";"2258700";"3297";"4544.3";""
"616091000";"2244000";"3297";"4553.4";""
"617222000";"2244000";"3297";"4562.4";""
"618296000";"2244000";"3297";"4567.7";""
"619500000";"2244000";"3297";"4576.8";""
"620633000";"2244000";"3297";"4585.9";""
"621766000";"2244000";"3297";"4595.0";""
"622897000";"2242300";"3297";"4603.7";""
"623971000";"2242300";"3297";"4609.4";""
"625169000";"2242300";"3297";"4618.5";""
"626302000";"2242300";"3298";"4627.6";""
"627435000";"2242300";"3298";"4636.3";""
"628567000";"2242300";"3298";"4645.4";""
"629646000";"2242300";"3298";"4650.7";""
"630845000";"2150800";"3298";"4660.1";""
"631977000";"2150800";"3298";"4668.8";""
"633110000";"2150800";"3298";"4677.9";""
"634242000";"2150800";"3298";"4687.0";""
"635315000";"2150800";"3298";"4692.3";""
"636513000";"2150800";"3298";"4701.4";""
"637645000";"2244300";"3298";"4710.5";""
"638778000";"2244300";"3298";"4719.2";""
"639917000";"2244300";"3298";"4728.3";""
"640989000";"2244300";"3298";"4733.6";""
"642188000";"2244300";"3298";"4742.7";""
"643320000";"2244300";"3298";"4751.8";""
"644457000";"2240400";"3298";"4760.9";""
"645590000";"2240400";"3298";"4770.0";""
"646663000";"2240400";"3297";"4775.2";""
"647862000";"2240400";"3297";"4784.3";""
"648994000";"2240400";"3297";"4793.4";""
"650132000";"2240400";"3297";"4802.5";""
"651264000";"2259100";"3297";"4811.6";""
"652338000";"2259100";"3297";"4816.9";""
"653535000";"2259100";"3297";"4826.0";""
"654667000";"2259100";"3297";"4835.1";""
"655799000";"2259100";"3297";"4844.2";""
"656932000";"2259100";"3297";"4852.9";""
"658006000";"2259100";"3297";"4858.2";""
"659203000";"2124100";"3297";"4867.3";""
"660340000";"2124100";"3297";"4876.3";""
"661474000";"2124100";"3296";"4885.4";""
"662606000";"2124100";"3296";"4894.5";""
"663679000";"2124100";"3296";"4899.8";""
"664877000";"2124100";"3296";"4908.9";""
"666009000";"2259500";"3296";"4918.0";""
"667141000";"2259500";"3296";"4927.1";""
"668273000";"2259500";"3296";"4936.2";""
"669351000";"2259500";"3296";"4941.5";""
"670549000";"2259500";"3296";"4950.6";""
"671680000";"2259500";"3296";"4959.7";""
"672813000";"2260200";"3297";"4968.7";""
"673945000";"2260200";"3296";"4977.5";""
"675019000";"2260200";"3296";"4982.7";""
"676217000";"2260200";"3296";"4991.8";""
"677350000";"2260200";"3296";"5000.9";""
"678482000";"2260200";"3296";"5010.0";""
"679620000";"2242100";"3296";"5019.1";""
"680694000";"2242100";"3296";"5024.4";""
"681892000";"2242100";"3296";"5033.5";""
"683023000";"2242100";"3296";"5042.6";""
"684156000";"2242100";"3296";"5051.3";""
"685289000";"2242100";"3296";"5060.4";""
"686366000";"2242100";"3296";"5066.0";""
"687563000";"2137300";"3296";"5075.1";""
"688696000";"2137300";"3296";"5084.2";""
"689834000";"2137300";"3296";"5093.3";""
"690967000";"2137300";"3296";"5102.0";""
"692040000";"2137300";"3296";"5107.7";""
"693238000";"2137300";"3297";"5116.8";""
"694370000";"2242100";"3296";"5125.5";""
"695502000";"2242100";"3296";"5134.6";""
"696635000";"2242100";"3296";"5143.7";""
"697709000";"2242100";"3296";"5149.0";""
"698907000";"2242100";"3296";"5158.1";""
"700045000";"2242100";"3296";"5167.2";""
"701177000";"2259300";"3297";"5176.3";""
"702308000";"2259300";"3297";"5185.3";""
"703374000";"2259300";"3297";"5190.6";""
"704580000";"2259300";"3297";"5199.7";""
"705712000";"2259300";"3297";"5208.8";""
"706845000";"2259300";"3297";"5217.9";""
"707977000";"2261500";"3297";"5227.0";""
"709051000";"2261500";"3297";"5232.3";""
"710254000";"2261500";"3297";"5241.4";""
"711387000";"2261500";"3297";"5250.5";""
"712519000";"2261500";"3297";"5259.6";""
"713652000";"2261500";"3297";"5268.3";""
"714726000";"2261500";"3297";"5273.6";""
"715924000";"2121700";"3297";"5282.6";""
"717057000";"2121700";"3297";"5291.7";""
"718190000";"2121700";"3297";"5300.8";""
"719328000";"2121700";"3297";"5309.9";""
"720393000";"2121700";"3297";"5315.2";""
"721599000";"2121700";"3297";"5324.3";""
"722732000";"2258900";"3297";"5333.4";""
