Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"359981000";"1566100";"3297";"1890.3";""
"360816000";"1566100";"3297";"1894.8";""
"361649000";"1566100";"3296";"1899.3";""
"362484000";"1566100";"3296";"1903.9";""
"363567000";"1566100";"3296";"1908.8";""
"364467000";"1566100";"3296";"1913.7";""
"365301000";"1586600";"3296";"1918.2";""
"366135000";"1586600";"3296";"1922.7";""
"366968000";"1586600";"3296";"1927.3";""
"368052000";"1586600";"3296";"1932.2";""
"368957000";"1586600";"3296";"1936.7";""
"369791000";"1586600";"3296";"1941.2";""
"370625000";"1586600";"3296";"1945.8";""
"371459000";"1586600";"3296";"1950.3";""
"372543000";"1586600";"3296";"1955.2";""
"373444000";"1586600";"3296";"1960.1";""
"374278000";"1586600";"3296";"1964.7";""
"375111000";"1574700";"3296";"1969.2";""
"375945000";"1574700";"3296";"1973.7";""
"377021000";"1574700";"3296";"1978.6";""
"377929000";"1574700";"3296";"1983.5";""
"378768000";"1574700";"3296";"1988.1";""
"379602000";"1574700";"3296";"1992.6";""
"380436000";"1574700";"3296";"1997.1";""
"381519000";"1574700";"3296";"2002.0";""
"382418000";"1574700";"3296";"2006.9";""
"383252000";"1574700";"3296";"2011.5";""
"384086000";"1574700";"3296";"2016.0";""
"384920000";"1586700";"3296";"2020.5";""
"386004000";"1586700";"3296";"2025.4";""
"386902000";"1586700";"3296";"2030.0";""
"387736000";"1586700";"3296";"2034.5";""
"388569000";"1586700";"3296";"2039.0";""
"389414000";"1586700";"3296";"2043.6";""
"390496000";"1586700";"3296";"2048.5";""
"391396000";"1586700";"3296";"2053.4";""
"392230000";"1586700";"3296";"2057.9";""
"393064000";"1586700";"3296";"2062.5";""
"393898000";"1586700";"3296";"2067.0";""
"394981000";"1546500";"3296";"2071.9";""
"395880000";"1546500";"3296";"2076.8";""
"396714000";"1546500";"3297";"2081.3";""
"397549000";"1546500";"3296";"2085.9";""
"398383000";"1546500";"3296";"2090.4";""
"399472000";"1546500";"3296";"2095.3";""
"400371000";"1546500";"3296";"2100.2";""
"401206000";"1546500";"3296";"2104.8";""
"402039000";"1546500";"3296";"2109.3";""
"402873000";"1546500";"3296";"2113.8";""
"403956000";"1546500";"3296";"2118.7";""
"404856000";"1576000";"3296";"2123.2";""
"405689000";"1576000";"3296";"2127.8";""
"406523000";"1576000";"3296";"2132.3";""
"407357000";"1576000";"3296";"2136.8";""
"408440000";"1576000";"3297";"2141.8";""
"409346000";"1576000";"3297";"2146.3";""
"410180000";"1576000";"3297";"2151.2";""
"411014000";"1576000";"3297";"2155.7";""
"411848000";"1576000";"3297";"2160.3";""
"412930000";"1576000";"3297";"2165.2";""
"413830000";"1576000";"3297";"2169.7";""
"414664000";"1575000";"3297";"2174.2";""
"415498000";"1575000";"3297";"2179.1";""
"416331000";"1575000";"3297";"2183.7";""
"417414000";"1575000";"3297";"2188.6";""
"418313000";"1575000";"3297";"2193.1";""
"419153000";"1575000";"3297";"2197.6";""
"419986000";"1575000";"3297";"2202.2";""
"420821000";"1575000";"3297";"2207.1";""
"421904000";"1575000";"3297";"2212.0";""
"422803000";"1575000";"3297";"2216.5";""
"423637000";"1575000";"3297";"2221.1";""
"424470000";"1587000";"3297";"2225.6";""
"425304000";"1587000";"3297";"2230.1";""
"426388000";"1587000";"3297";"2235.0";""
"427287000";"1587000";"3297";"2239.6";""
"428121000";"1587000";"3297";"2244.1";""
"428960000";"1587000";"3297";"2248.6";""
"429794000";"1587000";"3297";"2253.5";""
"430877000";"1587000";"3297";"2258.4";""
"431782000";"1587000";"3297";"2263.0";""
"432615000";"1587000";"3297";"2267.5";""
"433449000";"1587000";"3297";"2272.0";""
"434283000";"1574200";"3297";"2276.6";""
"435366000";"1574200";"3297";"2281.8";""
"436266000";"1574200";"3297";"2286.4";""
"437099000";"1574200";"3297";"2290.9";""
"437933000";"1574200";"3297";"2295.4";""
"438772000";"1574200";"3297";"2300.0";""
"439856000";"1574200";"3297";"2305.3";""
"440755000";"1574200";"3297";"2309.8";""
"441589000";"1574200";"3297";"2314.3";""
"442422000";"1574200";"3297";"2318.9";""
"443256000";"1574200";"3297";"2323.4";""
"444338000";"1558900";"3297";"2328.3";""
"445237000";"1558900";"3297";"2332.8";""
"446072000";"1558900";"3297";"2337.4";""
"446905000";"1558900";"3297";"2341.9";""
"447740000";"1558900";"3296";"2346.4";""
"448829000";"1558900";"3296";"2351.3";""
"449728000";"1558900";"3296";"2356.2";""
"450563000";"1558900";"3297";"2360.8";""
"451396000";"1558900";"3297";"2365.3";""
"452230000";"1558900";"3297";"2369.8";""
"453314000";"1558900";"3297";"2374.7";""
"454214000";"1575900";"3296";"2379.6";""
"455048000";"1575900";"3296";"2384.2";""
"455881000";"1575900";"3296";"2388.7";""
"456716000";"1575900";"3296";"2393.2";""
"457799000";"1575900";"3296";"2398.2";""
"458698000";"1575900";"3296";"2403.1";""
"459538000";"1575900";"3296";"2407.6";""
"460372000";"1575900";"3296";"2412.1";""
"461206000";"1575900";"3296";"2416.7";""
"462281000";"1575900";"3296";"2421.6";""
"463188000";"1575900";"3296";"2426.1";""
"464023000";"1574800";"3296";"2430.6";""
"464857000";"1574800";"3296";"2435.2";""
"465691000";"1574800";"3296";"2439.7";""
"466775000";"1574800";"3296";"2444.6";""
"467674000";"1574800";"3296";"2449.5";""
"468507000";"1574800";"3296";"2454.0";""
"469346000";"1574800";"3296";"2458.6";""
"470180000";"1574800";"3296";"2463.1";""
"471263000";"1574800";"3296";"2468.0";""
"472163000";"1574800";"3296";"2472.5";""
"472996000";"1574800";"3296";"2477.1";""
"473835000";"1586100";"3296";"2482.0";""
"474670000";"1586100";"3296";"2486.5";""
"475753000";"1586100";"3296";"2491.4";""
"476652000";"1586100";"3296";"2496.0";""
"477487000";"1586100";"3296";"2500.9";""
"478320000";"1586100";"3296";"2505.4";""
"479160000";"1586100";"3296";"2509.9";""
"480242000";"1586100";"3296";"2514.8";""
"481142000";"1586100";"3296";"2519.4";""
"481976000";"1586100";"3296";"2523.9";""
"482809000";"1586100";"3296";"2528.4";""
"483643000";"1575000";"3296";"2533.0";""
"484727000";"1575000";"3296";"2537.9";""
"485627000";"1575000";"3296";"2542.8";""
"486461000";"1575000";"3296";"2547.3";""
"487295000";"1575000";"3296";"2551.8";""
"488128000";"1575000";"3296";"2556.4";""
"489218000";"1575000";"3296";"2561.3";""
"490118000";"1575000";"3296";"2565.8";""
"490952000";"1575000";"3296";"2570.3";""
"491785000";"1575000";"3296";"2574.9";""
"492619000";"1575000";"3296";"2579.4";""
"493702000";"1558300";"3296";"2584.7";""
"494602000";"1558300";"3296";"2589.2";""
"495435000";"1558300";"3296";"2593.8";""
"496270000";"1558300";"3296";"2598.3";""
"497104000";"1558300";"3296";"2602.8";""
"498188000";"1558300";"3296";"2608.1";""
"499094000";"1558300";"3296";"2612.6";""
"499927000";"1558300";"3296";"2617.2";""
"500761000";"1558300";"3296";"2621.7";""
"501596000";"1558300";"3296";"2626.2";""
"502680000";"1558300";"3296";"2631.1";""
"503578000";"1564100";"3296";"2635.7";""
"504411000";"1564100";"3296";"2640.6";""
"505245000";"1564100";"3296";"2645.1";""
"506078000";"1564100";"3296";"2649.6";""
"507161000";"1564100";"3296";"2654.6";""
"508060000";"1564100";"3296";"2659.1";""
"508899000";"1564100";"3296";"2663.6";""
"509732000";"1564100";"3296";"2668.1";""
"510566000";"1564100";"3296";"2672.7";""
"511649000";"1564100";"3296";"2677.6";""
"512548000";"1564100";"3296";"2682.5";""
"513382000";"1587500";"3296";"2687.0";""
"514216000";"1587500";"3296";"2691.6";""
"515049000";"1587500";"3296";"2696.1";""
"516137000";"1587500";"3296";"2701.0";""
"517037000";"1587500";"3296";"2705.9";""
"517871000";"1587500";"3296";"2710.4";""
"518704000";"1587500";"3296";"2715.0";""
"519543000";"1587500";"3296";"2719.5";""
"520626000";"1587500";"3296";"2724.4";""
"521525000";"1587500";"3296";"2728.9";""
"522360000";"1587500";"3296";"2733.5";""
"523194000";"1586100";"3296";"2738.4";""
"524028000";"1586100";"3297";"2742.9";""
"525112000";"1586100";"3297";"2747.8";""
"526011000";"1586100";"3297";"2752.4";""
"526845000";"1586100";"3297";"2756.9";""
"527678000";"1586100";"3297";"2761.4";""
"528512000";"1586100";"3297";"2766.0";""
"529601000";"1586100";"3297";"2770.9";""
"530500000";"1586100";"3297";"2775.4";""
"531335000";"1586100";"3297";"2780.3";""
"532169000";"1586100";"3297";"2784.8";""
"533002000";"1575000";"3297";"2789.4";""
"534086000";"1575000";"3297";"2794.3";""
"534985000";"1575000";"3297";"2798.8";""
"535819000";"1575000";"3297";"2803.7";""
"536654000";"1575000";"3297";"2808.2";""
"537488000";"1575000";"3297";"2812.8";""
"538571000";"1575000";"3297";"2817.7";""
"539476000";"1575000";"3297";"2822.2";""
"540310000";"1575000";"3297";"2826.7";""
"541145000";"1575000";"3297";"2831.3";""
"541979000";"1575000";"3297";"2836.2";""
"543064000";"1557900";"3297";"2841.1";""
"543963000";"1557900";"3297";"2845.6";""
"544798000";"1557900";"3298";"2850.2";""
"545631000";"1557900";"3298";"2854.7";""
"546464000";"1557900";"3298";"2859.2";""
"547549000";"1557900";"3298";"2864.1";""
"548448000";"1557900";"3297";"2868.7";""
"549288000";"1557900";"3298";"2873.2";""
"550122000";"1557900";"3298";"2878.1";""
"550956000";"1557900";"3298";"2882.6";""
"552039000";"1557900";"3298";"2887.5";""
"552939000";"1564200";"3298";"2892.1";""
"553773000";"1564200";"3297";"2896.6";""
"554607000";"1564200";"3297";"2901.1";""
"555441000";"1564200";"3297";"2906.0";""
