Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"223575000";"2224900";"3297";"1654.2";""
"224707000";"2224900";"3297";"1662.9";""
"225840000";"2223500";"3297";"1672.0";""
"226913000";"2223500";"3297";"1676.9";""
"228111000";"2223500";"3297";"1686.0";""
"229242000";"2223500";"3297";"1695.0";""
"230376000";"2223500";"3297";"1703.8";""
"231507000";"2223500";"3297";"1712.9";""
"232580000";"2223500";"3297";"1717.8";""
"233784000";"2093700";"3297";"1726.8";""
"234916000";"2093700";"3297";"1735.9";""
"236049000";"2093700";"3297";"1745.0";""
"237182000";"2093700";"3297";"1753.7";""
"238255000";"2093700";"3297";"1759.0";""
"239453000";"2093700";"3297";"1768.1";""
"240585000";"2227100";"3297";"1776.8";""
"241718000";"2227100";"3297";"1785.5";""
"242851000";"2227100";"3297";"1794.6";""
"243930000";"2227100";"3297";"1799.9";""
"245128000";"2227100";"3297";"1808.6";""
"246260000";"2227100";"3297";"1817.7";""
"247394000";"2207600";"3296";"1826.4";""
"248527000";"2207600";"3297";"1835.5";""
"249601000";"2207600";"3297";"1840.4";""
"250798000";"2207600";"3297";"1849.5";""
"251930000";"2207600";"3297";"1858.6";""
"253063000";"2207600";"3297";"1867.3";""
"254202000";"2224700";"3297";"1876.4";""
"255275000";"2224700";"3297";"1881.7";""
"256474000";"2224700";"3297";"1890.8";""
"257606000";"2224700";"3297";"1899.5";""
"258739000";"2224700";"3297";"1908.6";""
"259870000";"2224700";"3297";"1917.3";""
"260943000";"2224700";"3297";"1922.6";""
"262197000";"2094600";"3297";"1931.7";""
"263336000";"2094600";"3297";"1940.4";""
"264468000";"2094600";"3297";"1949.5";""
"265601000";"2094600";"3297";"1958.2";""
"266675000";"2094600";"3297";"1963.5";""
"267873000";"2094600";"3296";"1973.7";""
"269005000";"2275600";"3296";"1982.8";""
"270138000";"2275600";"3296";"1991.5";""
"271270000";"2275600";"3296";"2000.6";""
"272344000";"2275600";"3296";"2005.9";""
"273547000";"2275600";"3296";"2016.1";""
"274680000";"2275600";"3296";"2025.2";""
"275812000";"2276300";"3296";"2033.9";""
"276945000";"2276300";"3296";"2043.0";""
"278018000";"2276300";"3296";"2048.3";""
"279215000";"2276300";"3296";"2057.4";""
"280347000";"2276300";"3296";"2066.1";""
"281480000";"2276300";"3297";"2075.2";""
"282613000";"2227100";"3297";"2083.9";""
"283691000";"2227100";"3297";"2089.2";""
"284889000";"2227100";"3297";"2097.9";""
"286022000";"2227100";"3297";"2107.0";""
"287155000";"2227100";"3296";"2115.7";""
"288287000";"2227100";"3296";"2124.8";""
"289361000";"2227100";"3296";"2129.7";""
"290559000";"2093000";"3296";"2138.8";""
"291693000";"2093000";"3297";"2147.9";""
"292826000";"2093000";"3296";"2156.6";""
"293963000";"2093000";"3296";"2165.7";""
"295037000";"2093000";"3297";"2171.0";""
"296235000";"2093000";"3297";"2179.7";""
"297368000";"2224500";"3297";"2188.8";""
"298501000";"2224500";"3297";"2197.9";""
"299634000";"2224500";"3297";"2206.6";""
"300707000";"2224500";"3297";"2211.9";""
"301905000";"2224500";"3297";"2221.0";""
"303037000";"2224500";"3297";"2229.7";""
"304179000";"2223900";"3297";"2238.8";""
"305312000";"2223900";"3297";"2247.5";""
"306386000";"2223900";"3297";"2252.8";""
"307584000";"2223900";"3297";"2261.9";""
"308717000";"2223900";"3297";"2270.6";""
"309849000";"2223900";"3297";"2279.7";""
"310982000";"2209700";"3297";"2288.4";""
"312055000";"2209700";"3297";"2293.7";""
"313259000";"2209700";"3297";"2302.7";""
"314390000";"2209700";"3297";"2311.8";""
"315523000";"2209700";"3297";"2320.6";""
"316655000";"2209700";"3297";"2329.6";""
"317728000";"2209700";"3297";"2334.9";""
"318925000";"2108400";"3297";"2343.6";""
"320058000";"2108400";"3297";"2352.7";""
"321190000";"2108400";"3297";"2361.4";""
"322323000";"2108400";"3297";"2370.5";""
"323402000";"2108400";"3297";"2375.8";""
"324600000";"2108400";"3297";"2384.5";""
"325732000";"2225200";"3297";"2393.6";""
"326865000";"2225200";"3297";"2402.3";""
"327997000";"2225200";"3297";"2411.4";""
"329071000";"2225200";"3297";"2416.3";""
"330268000";"2225200";"3297";"2425.4";""
"331400000";"2225200";"3297";"2434.5";""
"332532000";"2210500";"3297";"2443.2";""
"333670000";"2210500";"3297";"2452.3";""
"334744000";"2210500";"3297";"2457.6";""
"335942000";"2210500";"3297";"2466.7";""
"337074000";"2210500";"3297";"2475.8";""
"338207000";"2210500";"3297";"2484.5";""
"339339000";"2241900";"3297";"2493.6";""
"340413000";"2241900";"3297";"2498.5";""
"341611000";"2241900";"3297";"2507.6";""
"342744000";"2241900";"3297";"2516.7";""
"343881000";"2241900";"3297";"2525.4";""
"345014000";"2241900";"3297";"2534.5";""
"346092000";"2241900";"3297";"2539.4";""
"347290000";"2091800";"3297";"2548.5";""
"348423000";"2091800";"3297";"2557.6";""
"349555000";"2091800";"3297";"2566.3";""
"350688000";"2091800";"3297";"2575.4";""
"351761000";"2091800";"3297";"2580.3";""
"352959000";"2091800";"3297";"2589.4";""
"354099000";"2224700";"3297";"2598.5";""
"355230000";"2224700";"3297";"2607.6";""
"356362000";"2224700";"3296";"2616.3";""
"357436000";"2224700";"3296";"2621.5";""
"358634000";"2224700";"3296";"2630.6";""
"359767000";"2224700";"3296";"2639.4";""
"360900000";"2226800";"3296";"2648.4";""
"362033000";"2226800";"3296";"2657.2";""
"363106000";"2226800";"3296";"2662.4";""
"364308000";"2226800";"3296";"2671.5";""
"365441000";"2226800";"3296";"2680.2";""
"366574000";"2226800";"3296";"2689.3";""
"367707000";"2208400";"3296";"2698.0";""
"368780000";"2208400";"3296";"2703.3";""
"369979000";"2208400";"3296";"2712.4";""
"371111000";"2208400";"3296";"2721.1";""
"372244000";"2208400";"3296";"2730.2";""
"373382000";"2208400";"3296";"2738.9";""
"374455000";"2208400";"3296";"2744.2";""
"375654000";"2107400";"3296";"2753.3";""
"376786000";"2107400";"3296";"2762.4";""
"377917000";"2107400";"3296";"2771.1";""
"379050000";"2107400";"3296";"2780.2";""
"380124000";"2107400";"3296";"2785.5";""
"381322000";"2107400";"3296";"2794.2";""
"382454000";"2227300";"3296";"2803.3";""
"383593000";"2227300";"3296";"2812.0";""
"384726000";"2227300";"3296";"2821.1";""
"385791000";"2227300";"3296";"2826.0";""
"386996000";"2227300";"3296";"2835.1";""
"388134000";"2227300";"3296";"2844.2";""
"389267000";"2206500";"3296";"2852.9";""
"390399000";"2206500";"3296";"2862.0";""
"391473000";"2206500";"3296";"2866.9";""
"392671000";"2206500";"3296";"2876.0";""
"393811000";"2206500";"3296";"2885.1";""
"394943000";"2206500";"3296";"2893.8";""
"396075000";"2224700";"3296";"2902.9";""
"397149000";"2224700";"3296";"2908.2";""
"398346000";"2224700";"3296";"2917.3";""
"399478000";"2224700";"3296";"2926.0";""
"400611000";"2224700";"3296";"2935.1";""
"401744000";"2224700";"3296";"2943.8";""
"402817000";"2224700";"3296";"2949.1";""
"404020000";"2107700";"3296";"2958.1";""
"405152000";"2107700";"3296";"2966.9";""
"406285000";"2107700";"3296";"2975.6";""
"407417000";"2107700";"3296";"2984.7";""
"408490000";"2107700";"3296";"2989.9";""
"409688000";"2107700";"3296";"2998.7";""
"410820000";"2210700";"3296";"3007.8";""
"411953000";"2210700";"3296";"3016.5";""
"413085000";"2210700";"3296";"3025.6";""
"414164000";"2210700";"3296";"3030.8";""
"415362000";"2210700";"3296";"3039.9";""
"416494000";"2210700";"3296";"3048.6";""
"417626000";"2225400";"3296";"3057.7";""
"418759000";"2225400";"3296";"3066.8";""
"419833000";"2225400";"3296";"3071.7";""
"421030000";"2225400";"3296";"3080.8";""
"422163000";"2225400";"3296";"3089.9";""
"423301000";"2225400";"3296";"3098.6";""
"424434000";"2208000";"3296";"3107.3";""
"425507000";"2208000";"3296";"3112.6";""
"426705000";"2208000";"3296";"3121.7";""
"427837000";"2208000";"3296";"3130.4";""
"428970000";"2208000";"3296";"3139.5";""
"430106000";"2208000";"3296";"3148.2";""
"431180000";"2208000";"3296";"3153.5";""
"432378000";"2108000";"3296";"3162.6";""
"433516000";"2108000";"3296";"3171.7";""
"434648000";"2108000";"3296";"3180.4";""
"435780000";"2108000";"3296";"3189.5";""
"436845000";"2108000";"3296";"3194.8";""
"438051000";"2108000";"3296";"3203.9";""
"439183000";"2226000";"3296";"3212.6";""
"440315000";"2226000";"3296";"3221.7";""
"441447000";"2226000";"3296";"3230.4";""
"442520000";"2226000";"3296";"3235.7";""
"443723000";"2226000";"3296";"3244.4";""
"444856000";"2226000";"3296";"3253.5";""
"445989000";"2208400";"3296";"3262.2";""
"447122000";"2208400";"3296";"3271.3";""
"448195000";"2208400";"3296";"3276.2";""
"449394000";"2208400";"3296";"3285.3";""
"450526000";"2208400";"3296";"3294.4";""
"451659000";"2208400";"3296";"3303.1";""
"452790000";"2227100";"3296";"3312.2";""
"453861000";"2227100";"3297";"3317.5";""
"455066000";"2227100";"3297";"3326.5";""
"456198000";"2227100";"3297";"3335.3";""
"457331000";"2227100";"3297";"3344.4";""
"458464000";"2227100";"3297";"3353.1";""
"459537000";"2227100";"3297";"3358.4";""
"460735000";"2107900";"3296";"3367.4";""
"461867000";"2107900";"3296";"3376.2";""
"463001000";"2107900";"3297";"3385.2";""
"464139000";"2107900";"3296";"3394.0";""
"465213000";"2107900";"3296";"3399.2";""
"466411000";"2107900";"3297";"3408.3";""
"467544000";"2207800";"3297";"3417.0";""
"468675000";"2207800";"3297";"3426.1";""
"469808000";"2207800";"3297";"3434.8";""
"470881000";"2207800";"3297";"3440.1";""
"472084000";"2207800";"3297";"3449.2";""
"473222000";"2207800";"3297";"3458.3";""
"474354000";"2224100";"3297";"3467.0";""
"475487000";"2224100";"3297";"3476.1";""
"476561000";"2224100";"3297";"3481.4";""
"477758000";"2224100";"3297";"3490.5";""
"478891000";"2224100";"3297";"3499.2";""
"480024000";"2224100";"3297";"3508.3";""
"481156000";"2226600";"3297";"3517.0";""
"482230000";"2226600";"3297";"3522.3";""
"483434000";"2226600";"3296";"3531.4";""
"484566000";"2226600";"3297";"3540.5";""
"485699000";"2226600";"3297";"3549.2";""
"486832000";"2226600";"3297";"3557.9";""
"487905000";"2226600";"3297";"3563.2";""
"489102000";"2107700";"3297";"3572.3";""
"490234000";"2107700";"3297";"3581.0";""
"491367000";"2107700";"3297";"3590.1";""
"492500000";"2107700";"3297";"3599.2";""
"493579000";"2107700";"3297";"3604.1";""
"494776000";"2107700";"3297";"3613.2";""
"495909000";"2225200";"3297";"3622.3";""
"497041000";"2225200";"3297";"3631.0";""
"498174000";"2225200";"3297";"3640.1";""
"499248000";"2225200";"3297";"3645.3";""
"500445000";"2225200";"3297";"3654.4";""
"501578000";"2225200";"3297";"3663.2";""
"502711000";"2226800";"3297";"3672.2";""
"503849000";"2226800";"3297";"3681.0";""
"504922000";"2226800";"3297";"3686.2";""
"506120000";"2226800";"3297";"3694.9";""
"507253000";"2226800";"3297";"3704.0";""
"508385000";"2226800";"3297";"3712.8";""
"509518000";"2208200";"3296";"3721.8";""
"510591000";"2208200";"3296";"3727.1";""
"511788000";"2208200";"3296";"3735.8";""
"512921000";"2208200";"3296";"3744.9";""
"514063000";"2208200";"3296";"3753.6";""
"515196000";"2208200";"3296";"3762.7";""
"516269000";"2208200";"3296";"3768.0";""
"517466000";"2107000";"3296";"3777.1";""
"518598000";"2107000";"3296";"3785.8";""
"519732000";"2107000";"3296";"3794.9";""
"520864000";"2107000";"3296";"3803.6";""
"521937000";"2107000";"3296";"3808.9";""
"523135000";"2107000";"3296";"3818.0";""
"524274000";"2208000";"3296";"3826.7";""
"525406000";"2208000";"3296";"3835.8";""
"526539000";"2208000";"3296";"3844.5";""
"527612000";"2208000";"3296";"3849.8";""
"528810000";"2208000";"3296";"3858.9";""
"529943000";"2208000";"3296";"3867.6";""
"531075000";"2227100";"3296";"3876.7";""
"532208000";"2227100";"3296";"3885.4";""
"533286000";"2227100";"3296";"3890.7";""
"534485000";"2227100";"3296";"3899.8";""
"535617000";"2227100";"3296";"3908.9";""
"536749000";"2227100";"3296";"3917.6";""
"537882000";"2225200";"3296";"3926.7";""
"538955000";"2225200";"3296";"3932.0";""
"540153000";"2225200";"3296";"3941.1";""
"541284000";"2225200";"3296";"3949.8";""
"542417000";"2225200";"3296";"3958.5";""
"543556000";"2225200";"3296";"3967.6";""
"544630000";"2225200";"3296";"3972.9";""
