Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"131001000";"487900";"3297";"212.2"
"131411000";"487900";"3297";"212.9"
"131689000";"487900";"3297";"213.3"
"131902000";"487900";"3297";"213.7"
"132114000";"487900";"3297";"214.0"
"132326000";"487900";"3297";"214.4"
"132736000";"487900";"3297";"215.1"
"133013000";"487900";"3297";"215.5"
"133226000";"487900";"3297";"215.9"
"133438000";"487900";"3297";"215.9"
"133651000";"487900";"3297";"216.2"
"134060000";"487900";"3297";"217.0"
"134337000";"487900";"3297";"217.7"
"134551000";"487900";"3297";"217.7"
"134762000";"487900";"3297";"218.1"
"134975000";"487900";"3297";"218.4"
"135382000";"487900";"3296";"219.2"
"135674000";"487900";"3296";"219.5"
"135887000";"487900";"3296";"219.9"
"136099000";"487900";"3296";"220.3"
"136312000";"487900";"3296";"220.6"
"136721000";"487900";"3296";"221.4"
"136999000";"487900";"3296";"221.7"
"137212000";"487900";"3296";"222.1"
"137425000";"487900";"3296";"222.5"
"137638000";"487900";"3296";"222.8"
"138048000";"487900";"3296";"223.6"
"138326000";"487900";"3296";"223.9"
"138538000";"487900";"3296";"224.3"
"138750000";"487900";"3296";"224.7"
"138963000";"487900";"3296";"225.0"
"139373000";"487900";"3296";"225.4"
"139651000";"487900";"3296";"226.1"
"139864000";"487900";"3297";"226.5"
"140076000";"487900";"3297";"226.9"
"140289000";"487900";"3297";"227.2"
"140764000";"487900";"3297";"228.0"
"140977000";"487900";"3297";"228.3"
"141191000";"487900";"3297";"228.3"
"141404000";"487900";"3297";"228.7"
"141616000";"487900";"3296";"229.1"
"142026000";"487900";"3296";"229.8"
"142304000";"487900";"3296";"230.2"
"142517000";"487900";"3296";"230.5"
"142730000";"487900";"3296";"230.9"
"142942000";"487900";"3296";"231.3"
"143352000";"487900";"3296";"232.0"
"143631000";"487900";"3296";"232.4"
"143843000";"487900";"3296";"232.8"
"144055000";"487900";"3296";"233.1"
"144268000";"487900";"3296";"233.5"
"144679000";"487900";"3296";"234.2"
"144955000";"487900";"3296";"234.6"
"145168000";"487900";"3296";"235.0"
"145381000";"487900";"3296";"235.3"
"145593000";"487900";"3296";"235.7"
"146008000";"487900";"3296";"236.0"
"146285000";"487900";"3296";"236.8"
"146497000";"487900";"3296";"237.2"
"146710000";"487900";"3296";"237.5"
"146923000";"487900";"3296";"237.5"
"147333000";"487900";"3297";"238.3"
"147611000";"487900";"3296";"238.6"
"147824000";"487900";"3296";"239.0"
"148036000";"487900";"3296";"239.4"
"148249000";"487900";"3296";"239.7"
"148659000";"487900";"3296";"240.5"
"148937000";"487900";"3296";"240.8"
"149150000";"487900";"3296";"241.2"
"149362000";"487900";"3296";"241.6"
"149575000";"487900";"3296";"241.9"
"149985000";"487900";"3296";"242.7"
"150263000";"487900";"3296";"243.0"
"150475000";"487900";"3296";"243.4"
"150688000";"487900";"3296";"243.8"
"150899000";"487900";"3296";"244.1"
"151310000";"487900";"3296";"244.9"
"151587000";"487900";"3297";"245.2"
"151801000";"487900";"3297";"245.6"
"152013000";"487900";"3297";"246.0"
"152226000";"485400";"3297";"246.3"
"152636000";"485400";"3296";"246.7"
"152914000";"485400";"3296";"247.4"
"153126000";"485400";"3296";"247.4"
"153338000";"485400";"3296";"247.8"
"153551000";"485400";"3296";"248.2"
"153961000";"485400";"3296";"248.9"
"154240000";"485400";"3296";"249.3"
"154452000";"485400";"3295";"249.6"
"154665000";"485400";"3295";"250.0"
"154878000";"485400";"3295";"250.4"
"155353000";"485400";"3295";"251.1"
"155565000";"485400";"3295";"251.5"
"155784000";"485400";"3296";"251.8"
"155997000";"485400";"3296";"252.2"
"156209000";"485400";"3296";"252.6"
"156618000";"485400";"3296";"253.3"
"156897000";"485400";"3296";"253.7"
"157110000";"485400";"3296";"254.0"
"157322000";"485400";"3296";"254.4"
"157534000";"485400";"3296";"254.8"
"157944000";"485400";"3296";"255.5"
"158222000";"485400";"3296";"255.9"
"158435000";"485400";"3296";"256.3"
"158648000";"485400";"3296";"256.6"
"158861000";"485400";"3296";"256.6"
"159271000";"485400";"3296";"257.3"
"159549000";"485400";"3296";"258.1"
"159762000";"485400";"3296";"258.5"
"159975000";"485400";"3296";"258.5"
"160188000";"485400";"3296";"258.8"
"160598000";"485400";"3296";"259.6"
"160876000";"485400";"3296";"259.9"
"161089000";"485400";"3296";"260.3"
"161303000";"485400";"3296";"260.7"
"161515000";"485400";"3296";"261.0"
"161991000";"485400";"3296";"261.8"
"162204000";"485400";"3296";"262.1"
"162417000";"485400";"3296";"262.5"
"162629000";"485400";"3296";"262.9"
"162841000";"485400";"3296";"263.2"
"163251000";"485400";"3296";"264.0"
"163529000";"485400";"3296";"264.3"
"163741000";"485400";"3296";"264.7"
"163953000";"485400";"3296";"265.1"
"164165000";"485400";"3296";"265.4"
"164576000";"485400";"3296";"265.8"
"164854000";"485400";"3296";"266.5"
"165066000";"485400";"3296";"266.9"
"165280000";"485400";"3296";"267.3"
"165491000";"485400";"3296";"267.6"
"165907000";"485400";"3296";"268.0"
"166185000";"485400";"3296";"268.7"
"166398000";"485400";"3296";"268.7"
"166611000";"485400";"3296";"269.1"
"166824000";"485400";"3296";"269.5"
"167233000";"485400";"3296";"270.2"
"167512000";"485400";"3296";"270.6"
"167724000";"485400";"3296";"270.9"
"167937000";"485400";"3296";"271.3"
"168150000";"485400";"3296";"271.7"
"168560000";"485400";"3296";"272.4"
"168837000";"485400";"3296";"272.8"
"169050000";"485400";"3296";"273.1"
"169263000";"485400";"3296";"273.5"
"169475000";"485400";"3296";"273.9"
"169885000";"485400";"3296";"274.6"
"170163000";"485400";"3296";"275.0"
"170376000";"485400";"3296";"275.3"
"170589000";"485400";"3296";"275.7"
"170801000";"485400";"3296";"276.1"
"171276000";"485400";"3296";"276.8"
"171489000";"485400";"3296";"277.2"
"171702000";"485400";"3296";"277.6"
"171914000";"485400";"3296";"277.9"
"172126000";"485400";"3297";"277.9"
"172535000";"485400";"3297";"278.6"
"172814000";"485400";"3296";"279.0"
"173026000";"485400";"3296";"279.4"
"173239000";"485400";"3296";"279.7"
"173451000";"485400";"3296";"280.1"
"173862000";"485400";"3296";"280.9"
"174140000";"485400";"3296";"281.2"
"174352000";"485400";"3296";"281.6"
"174565000";"485400";"3296";"282.0"
"174778000";"485400";"3296";"282.3"
"175253000";"485400";"3296";"283.1"
"175466000";"485400";"3296";"283.4"
"175684000";"485400";"3296";"283.8"
"175896000";"485400";"3296";"284.2"
"176108000";"485400";"3296";"284.5"
"176502000";"485400";"3296";"285.3"
"176789000";"485400";"3296";"285.6"
"177001000";"485400";"3296";"286.0"
"177219000";"485400";"3296";"286.4"
"177432000";"485400";"3296";"286.7"
"177842000";"485400";"3297";"287.1"
"178120000";"485400";"3297";"287.8"
"178333000";"485400";"3297";"288.2"
"178545000";"485400";"3297";"288.2"
"178758000";"485400";"3297";"288.6"
"179233000";"485400";"3297";"289.7"
"179447000";"485400";"3297";"289.7"
"179659000";"485400";"3297";"290.0"
"179872000";"485400";"3297";"290.4"
"180085000";"485400";"3297";"290.8"
"180496000";"485400";"3297";"291.5"
"180774000";"485400";"3297";"291.9"
"180986000";"485400";"3297";"292.2"
"181200000";"485400";"3297";"292.6"
"181413000";"485400";"3297";"293.0"
"181823000";"485400";"3297";"293.7"
"182100000";"485400";"3297";"294.1"
"182313000";"485400";"3297";"294.4"
"182525000";"485400";"3297";"294.8"
"182736000";"485400";"3297";"295.2"
"183211000";"484800";"3297";"295.9"
"183424000";"484800";"3297";"296.3"
"183636000";"484800";"3297";"296.6"
"183849000";"484800";"3297";"297.0"
"184061000";"484800";"3297";"297.4"
"184464000";"484800";"3297";"297.7"
