Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"60430000";"481700";"3296";"97.8"
"60642000";"481700";"3297";"98.1"
"61052000";"479500";"3296";"98.9"
"61330000";"479500";"3297";"99.2"
"61543000";"479500";"3296";"99.2"
"61755000";"479500";"3296";"99.6"
"61967000";"479500";"3296";"100.0"
"62377000";"479500";"3296";"100.3"
"62656000";"479500";"3296";"100.3"
"62867000";"479500";"3296";"100.7"
"63080000";"479500";"3296";"100.7"
"63293000";"479500";"3296";"101.1"
"63703000";"479500";"3296";"101.4"
"63982000";"479500";"3296";"101.8"
"64194000";"479500";"3297";"101.8"
"64407000";"479500";"3297";"102.2"
"64619000";"479500";"3297";"102.5"
"65029000";"479500";"3297";"102.9"
"65306000";"479500";"3297";"102.9"
"65518000";"479500";"3296";"103.2"
"65737000";"479500";"3296";"103.6"
"65950000";"479500";"3296";"103.6"
"66360000";"479500";"3296";"104.0"
"66638000";"479500";"3296";"104.3"
"66851000";"479500";"3296";"104.7"
"67064000";"479500";"3296";"104.7"
"67277000";"479500";"3296";"105.1"
"67687000";"479500";"3296";"105.4"
"67964000";"479500";"3296";"105.8"
"68177000";"479500";"3296";"105.8"
"68390000";"479500";"3296";"106.2"
"68602000";"479500";"3296";"106.2"
"69011000";"479500";"3296";"106.9"
"69289000";"479500";"3296";"106.9"
"69502000";"479500";"3296";"107.2"
"69714000";"479500";"3296";"107.6"
"69927000";"479500";"3296";"108.0"
"70338000";"479500";"3297";"109.1"
"70616000";"479500";"3296";"109.5"
"70828000";"479500";"3296";"109.9"
"71042000";"479500";"3296";"110.6"
"71253000";"479500";"3296";"111.0"
"71662000";"479500";"3296";"111.7"
"71941000";"479500";"3296";"112.5"
"72153000";"479500";"3296";"112.8"
"72366000";"479500";"3296";"113.2"
"72579000";"479500";"3296";"113.6"
"72988000";"479500";"3296";"114.3"
"73266000";"479500";"3296";"115.1"
"73478000";"479500";"3296";"115.5"
"73690000";"479500";"3296";"115.8"
"73904000";"479500";"3296";"116.2"
"74314000";"479500";"3296";"117.3"
"74592000";"479500";"3296";"117.7"
"74805000";"479500";"3296";"118.1"
"75017000";"479500";"3296";"118.8"
"75230000";"479500";"3296";"119.2"
"75646000";"479500";"3296";"119.9"
"75923000";"479500";"3296";"120.7"
"76136000";"479500";"3297";"121.1"
"76349000";"479500";"3296";"121.4"
"76561000";"479500";"3296";"121.8"
