Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"45428000";"603000";"3296";"92.9"
"45640000";"603000";"3296";"93.3"
"45853000";"603000";"3296";"93.7"
"46065000";"603000";"3296";"94.0"
"46476000";"603000";"3296";"95.2"
"46753000";"603000";"3296";"95.5"
"46966000";"603000";"3296";"95.9"
"47178000";"603000";"3297";"96.3"
"47390000";"603000";"3297";"97.0"
"47800000";"603000";"3297";"97.7"
"48078000";"603000";"3296";"98.1"
"48290000";"603000";"3297";"98.5"
"48502000";"604200";"3297";"99.2"
"48716000";"604200";"3297";"99.6"
"49136000";"604200";"3297";"100.3"
"49414000";"604200";"3297";"100.7"
"49626000";"604200";"3297";"101.4"
"49838000";"604200";"3297";"101.8"
"50050000";"604200";"3297";"102.2"
"50459000";"604200";"3297";"102.9"
"50737000";"604200";"3297";"103.6"
"50949000";"604200";"3297";"104.0"
"51161000";"604200";"3297";"104.4"
"51374000";"604200";"3297";"104.7"
"51784000";"604200";"3297";"105.5"
"52062000";"604200";"3297";"106.2"
"52275000";"604200";"3297";"106.6"
"52487000";"604200";"3297";"107.0"
"52700000";"604200";"3296";"107.3"
"53109000";"604200";"3296";"108.1"
"53388000";"604200";"3296";"108.8"
"53599000";"604200";"3296";"109.2"
"53813000";"604200";"3296";"109.5"
"54026000";"604200";"3296";"109.9"
"54435000";"604200";"3296";"110.6"
"54714000";"604200";"3296";"111.4"
"54926000";"604200";"3296";"111.8"
"55139000";"604200";"3296";"112.1"
"55352000";"604200";"3296";"112.5"
"55762000";"604200";"3296";"113.6"
"55974000";"604200";"3296";"114.0"
"56252000";"604200";"3296";"114.3"
"56464000";"604200";"3296";"114.7"
"56677000";"604200";"3296";"115.1"
"57087000";"604200";"3296";"116.2"
"57365000";"604200";"3296";"116.5"
"57578000";"604200";"3296";"116.9"
"57791000";"604200";"3296";"117.3"
"58004000";"604200";"3296";"117.7"
"58414000";"604200";"3296";"118.8"
"58692000";"604200";"3296";"119.1"
"58910000";"604200";"3295";"119.5"
"59123000";"604200";"3296";"119.9"
"59336000";"604200";"3296";"120.6"
"59745000";"604200";"3296";"121.3"
"60022000";"604200";"3296";"121.7"
"60235000";"604200";"3296";"122.1"
"60448000";"604200";"3296";"122.8"
"60660000";"604200";"3296";"123.2"
"61070000";"604200";"3296";"123.9"
"61347000";"604200";"3296";"124.3"
"61559000";"604200";"3296";"125.0"
"61772000";"604200";"3296";"125.4"
"61984000";"604200";"3296";"125.8"
"62394000";"604200";"3296";"126.5"
"62671000";"604200";"3295";"127.3"
"62885000";"604200";"3295";"127.6"
"63098000";"604200";"3295";"128.0"
"63310000";"604200";"3295";"128.4"
"63720000";"604200";"3296";"129.1"
"63998000";"604200";"3296";"129.8"
"64210000";"604200";"3296";"130.2"
"64422000";"604200";"3296";"130.6"
"64634000";"604200";"3296";"130.9"
"65045000";"604200";"3296";"131.7"
"65323000";"604200";"3296";"132.4"
"65535000";"604200";"3296";"132.8"
"65749000";"604200";"3296";"133.2"
"65962000";"604200";"3296";"133.5"
"66372000";"604200";"3296";"134.6"
"66650000";"604200";"3296";"135.0"
"66863000";"604200";"3296";"135.4"
"67076000";"604200";"3296";"135.7"
"67289000";"604200";"3296";"136.5"
"67699000";"604200";"3296";"137.2"
"67976000";"604200";"3296";"137.6"
"68190000";"604200";"3296";"137.9"
"68403000";"604200";"3296";"138.7"
"68615000";"604200";"3296";"139.1"
"69030000";"604200";"3296";"139.8"
"69308000";"604200";"3296";"140.2"
"69520000";"604200";"3296";"140.9"
"69733000";"604200";"3296";"141.3"
"69946000";"604200";"3297";"141.6"
"70355000";"604200";"3296";"142.4"
"70633000";"604200";"3296";"143.1"
"70846000";"604200";"3297";"143.5"
"71058000";"604200";"3297";"143.9"
"71271000";"604200";"3297";"144.2"
"71681000";"604200";"3296";"145.0"
"71893000";"604200";"3297";"145.3"
"72106000";"604200";"3297";"146.1"
"72383000";"604200";"3297";"146.4"
"72596000";"604200";"3297";"146.8"
"73007000";"604200";"3297";"147.5"
"73285000";"604200";"3297";"148.3"
"73498000";"599400";"3297";"148.7"
"73710000";"599400";"3296";"149.0"
"73923000";"599400";"3296";"149.4"
"74333000";"599400";"3296";"150.1"
"74610000";"599400";"3296";"150.9"
"74822000";"599400";"3296";"151.2"
"75036000";"599400";"3296";"151.6"
"75249000";"599400";"3296";"152.0"
"75724000";"599400";"3296";"153.1"
"75936000";"599400";"3296";"153.4"
"76149000";"599400";"3296";"153.8"
"76363000";"599400";"3296";"154.2"
"76575000";"599400";"3296";"154.5"
"76986000";"599400";"3296";"155.7"
"77263000";"599400";"3296";"156.0"
"77476000";"599400";"3296";"156.4"
"77689000";"599400";"3296";"156.8"
"77902000";"599400";"3296";"157.5"
"78378000";"599400";"3296";"158.2"
"78589000";"599400";"3296";"158.6"
"78803000";"599400";"3296";"159.0"
"79021000";"599400";"3296";"159.3"
"79233000";"599400";"3297";"160.1"
"79708000";"599400";"3296";"160.8"
"79920000";"599400";"3296";"161.2"
"80133000";"599400";"3296";"161.9"
"80346000";"599400";"3297";"162.3"
"80559000";"599400";"3297";"162.7"
"80969000";"599400";"3297";"163.4"
"81247000";"599400";"3297";"163.8"
"81460000";"599400";"3297";"164.5"
"81672000";"599400";"3297";"164.9"
"81885000";"599400";"3297";"165.3"
"82296000";"599400";"3297";"166.0"
"82574000";"599400";"3297";"166.7"
"82786000";"599400";"3297";"167.1"
"82998000";"599400";"3297";"167.5"
"83211000";"599400";"3297";"167.8"
"83622000";"599400";"3297";"168.6"
"83900000";"599400";"3297";"169.3"
"84112000";"599400";"3297";"169.7"
"84324000";"599400";"3297";"170.0"
"84537000";"599400";"3297";"170.4"
"84947000";"599400";"3297";"171.2"
"85226000";"599400";"3296";"171.9"
"85437000";"599400";"3296";"172.3"
"85651000";"599400";"3296";"172.6"
"85863000";"599400";"3296";"173.0"
"86273000";"599400";"3296";"173.7"
"86551000";"599400";"3296";"174.5"
"86764000";"599400";"3296";"174.8"
"86977000";"599400";"3296";"175.2"
"87189000";"599400";"3296";"175.6"
"87599000";"599400";"3296";"176.7"
"87877000";"599400";"3296";"177.1"
"88089000";"599400";"3296";"177.4"
"88302000";"599400";"3296";"177.8"
"88515000";"599400";"3296";"178.5"
"88931000";"599400";"3296";"179.3"
"89209000";"599400";"3297";"179.6"
"89421000";"599400";"3297";"180.4"
"89635000";"599400";"3297";"180.8"
"89846000";"599400";"3297";"181.1"
"90256000";"599400";"3297";"181.9"
"90534000";"599400";"3297";"182.2"
"90746000";"599400";"3297";"183.0"
"90959000";"599400";"3297";"183.3"
"91176000";"599400";"3297";"183.7"
"91585000";"599400";"3297";"184.4"
"91863000";"599400";"3297";"185.2"
"92076000";"599400";"3297";"185.5"
"92288000";"599400";"3297";"185.9"
"92501000";"599400";"3297";"186.3"
"92911000";"599400";"3297";"187.0"
"93189000";"599400";"3297";"187.8"
"93401000";"599400";"3297";"188.1"
"93613000";"599400";"3297";"188.5"
"93826000";"599400";"3297";"188.9"
"94236000";"599400";"3296";"189.6"
"94514000";"599400";"3296";"190.3"
"94727000";"599400";"3296";"190.7"
"94940000";"599400";"3296";"191.1"
"95153000";"599400";"3296";"191.4"
"95628000";"599400";"3296";"192.6"
"95841000";"599400";"3296";"192.9"
"96053000";"599400";"3296";"193.3"
"96265000";"599400";"3296";"193.7"
"96477000";"599400";"3296";"194.0"
"96887000";"599400";"3296";"195.1"
"97166000";"599400";"3296";"195.5"
"97379000";"599400";"3296";"195.9"
"97591000";"599400";"3296";"196.2"
"97804000";"599400";"3296";"196.6"
"98213000";"599400";"3296";"197.7"
"98490000";"599400";"3296";"198.1"
"98703000";"599400";"3296";"198.5"
"98921000";"599400";"3296";"198.8"
"99134000";"599400";"3296";"199.6"
"99544000";"599400";"3296";"200.3"
"99821000";"599400";"3295";"200.7"
"100033000";"599400";"3295";"201.0"
"100246000";"599400";"3296";"201.4"
"100458000";"599400";"3295";"202.2"
"100868000";"599400";"3296";"202.9"
"101146000";"599400";"3296";"203.3"
"101359000";"599400";"3296";"203.6"
"101571000";"599400";"3296";"204.4"
"101783000";"599400";"3296";"204.7"
"102193000";"599400";"3296";"205.5"
"102471000";"599400";"3296";"205.8"
"102684000";"599400";"3296";"206.6"
"102897000";"599400";"3295";"206.9"
"103109000";"599400";"3295";"207.3"
"103519000";"599400";"3295";"208.1"
"103797000";"599400";"3295";"208.8"
"104010000";"599400";"3295";"209.2"
"104223000";"599400";"3295";"209.5"
"104435000";"599400";"3295";"209.9"
"104845000";"599400";"3295";"210.6"
"105057000";"599400";"3295";"211.0"
"105334000";"599400";"3295";"211.7"
"105547000";"599400";"3295";"212.1"
"105760000";"599400";"3295";"212.5"
"106170000";"599400";"3295";"213.2"
"106447000";"599400";"3295";"214.0"
"106659000";"599400";"3295";"214.3"
"106873000";"599400";"3295";"214.7"
"107085000";"599400";"3295";"215.1"
"107494000";"599400";"3295";"216.2"
"107773000";"599400";"3295";"216.5"
"107985000";"599400";"3295";"216.9"
"108198000";"599400";"3295";"217.3"
"108410000";"599400";"3295";"218.0"
"108821000";"599400";"3295";"218.8"
"109104000";"599400";"3295";"219.1"
"109317000";"599400";"3295";"219.5"
"109530000";"599400";"3296";"220.2"
"109743000";"599400";"3296";"220.6"
"110154000";"599400";"3296";"221.3"
"110431000";"599400";"3296";"221.7"
"110643000";"599400";"3296";"222.4"
"110856000";"599400";"3296";"222.8"
"111068000";"599400";"3296";"223.2"
"111478000";"599400";"3296";"223.9"
"111756000";"599400";"3296";"224.7"
"111969000";"599400";"3296";"225.0"
"112181000";"599400";"3296";"225.4"
"112394000";"599400";"3296";"225.8"
