Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"449701000";"2206300";"3296";"3280.7";""
"450835000";"2206300";"3296";"3289.8";""
"451968000";"2206300";"3296";"3298.5";""
"453100000";"2225800";"3296";"3307.6";""
"454174000";"2225800";"3296";"3312.5";""
"455379000";"2225800";"3296";"3321.6";""
"456513000";"2225800";"3296";"3330.7";""
"457646000";"2225800";"3296";"3339.4";""
"458780000";"2225800";"3296";"3348.5";""
"459854000";"2225800";"3296";"3353.8";""
"461054000";"2091100";"3296";"3362.5";""
"462188000";"2091100";"3296";"3371.6";""
"463321000";"2091100";"3296";"3380.3";""
"464455000";"2091100";"3296";"3389.4";""
"465535000";"2091100";"3296";"3394.3";""
"466733000";"2091100";"3296";"3403.4";""
"467867000";"2223100";"3296";"3412.5";""
"469000000";"2223100";"3296";"3421.2";""
"470134000";"2223100";"3296";"3429.9";""
"471208000";"2223100";"3296";"3435.2";""
"472412000";"2223100";"3296";"3444.2";""
"473545000";"2223100";"3296";"3453.3";""
"474679000";"2206500";"3296";"3462.1";""
"475818000";"2206500";"3296";"3471.1";""
"476892000";"2206500";"3297";"3476.4";""
"478090000";"2206500";"3297";"3485.1";""
"479225000";"2206500";"3297";"3494.2";""
"480358000";"2206500";"3297";"3502.9";""
"481492000";"2223300";"3297";"3512.0";""
"482567000";"2223300";"3297";"3517.3";""
"483766000";"2223300";"3297";"3526.0";""
"484899000";"2223300";"3297";"3535.1";""
"486037000";"2223300";"3297";"3543.8";""
"487171000";"2223300";"3297";"3552.5";""
"488245000";"2223300";"3297";"3557.8";""
"489444000";"2091500";"3297";"3566.9";""
"490577000";"2091500";"3297";"3575.6";""
"491712000";"2091500";"3297";"3584.7";""
"492845000";"2091500";"3297";"3593.4";""
"493918000";"2091500";"3297";"3598.7";""
"495118000";"2091500";"3297";"3607.8";""
"496256000";"2206500";"3297";"3616.5";""
"497390000";"2206500";"3297";"3625.6";""
"498523000";"2206500";"3297";"3634.7";""
"499598000";"2206500";"3297";"3639.6";""
"500797000";"2206500";"3297";"3648.7";""
"501930000";"2206500";"3297";"3657.4";""
"503063000";"2225200";"3297";"3666.5";""
"504196000";"2225200";"3296";"3675.2";""
"505277000";"2225200";"3296";"3680.5";""
"506475000";"2225200";"3296";"3689.6";""
"507609000";"2225200";"3296";"3698.3";""
"508742000";"2225200";"3296";"3707.4";""
"509875000";"2206500";"3296";"3716.1";""
"510950000";"2206500";"3296";"3721.4";""
"512148000";"2206500";"3297";"3730.5";""
"513282000";"2206500";"3297";"3739.2";""
"514420000";"2206500";"3297";"3748.3";""
"515559000";"2206500";"3297";"3757.4";""
"516633000";"2206500";"3297";"3762.7";""
"517832000";"2104800";"3297";"3771.4";""
"518965000";"2104800";"3297";"3780.5";""
"520099000";"2104800";"3297";"3789.2";""
"521232000";"2104800";"3297";"3798.3";""
"522305000";"2104800";"3297";"3803.6";""
"523504000";"2104800";"3297";"3812.3";""
"524638000";"2225600";"3297";"3821.4";""
"525776000";"2225600";"3297";"3830.1";""
"526910000";"2225600";"3297";"3839.2";""
"527985000";"2225600";"3297";"3844.1";""
"529184000";"2225600";"3297";"3853.2";""
"530318000";"2225600";"3297";"3861.9";""
"531450000";"2206300";"3297";"3871.0";""
"532583000";"2206300";"3297";"3879.7";""
"533658000";"2206300";"3297";"3885.0";""
"534857000";"2206300";"3297";"3894.0";""
"535995000";"2206300";"3297";"3903.1";""
"537129000";"2206300";"3297";"3911.9";""
"538262000";"2223700";"3297";"3920.9";""
"539336000";"2223700";"3297";"3926.2";""
"540535000";"2223700";"3297";"3935.3";""
"541669000";"2223700";"3297";"3944.0";""
"542803000";"2223700";"3297";"3953.1";""
"543936000";"2223700";"3297";"3961.8";""
"545010000";"2223700";"3297";"3967.1";""
"546213000";"2091600";"3297";"3975.8";""
"547347000";"2091600";"3297";"3984.9";""
"548481000";"2091600";"3297";"3993.6";""
"549615000";"2091600";"3297";"4002.7";""
"550689000";"2091600";"3297";"4007.6";""
"551888000";"2091600";"3297";"4016.7";""
"553022000";"2224700";"3297";"4025.8";""
"554156000";"2224700";"3297";"4034.5";""
"555294000";"2224700";"3297";"4043.6";""
"556373000";"2224700";"3297";"4048.9";""
"557572000";"2224700";"3297";"4058.0";""
"558706000";"2224700";"3297";"4066.7";""
"559840000";"2221600";"3297";"4075.8";""
"560973000";"2221600";"3298";"4084.5";""
"562047000";"2221600";"3298";"4089.8";""
"563246000";"2221600";"3298";"4098.9";""
"564378000";"2221600";"3298";"4107.6";""
"565517000";"2221600";"3297";"4116.7";""
"566651000";"2206700";"3297";"4125.4";""
"567725000";"2206700";"3297";"4130.7";""
"568923000";"2206700";"3297";"4139.8";""
"570057000";"2206700";"3297";"4148.5";""
"571189000";"2206700";"3297";"4157.6";""
"572323000";"2206700";"3297";"4166.3";""
"573397000";"2206700";"3297";"4171.6";""
"574597000";"2107700";"3297";"4180.7";""
"575736000";"2107700";"3297";"4189.4";""
"576870000";"2107700";"3297";"4198.5";""
"578004000";"2107700";"3297";"4207.2";""
"579078000";"2107700";"3297";"4212.5";""
"580277000";"2107700";"3297";"4221.6";""
"581411000";"2222800";"3297";"4230.6";""
"582544000";"2222800";"3297";"4239.4";""
"583678000";"2222800";"3297";"4248.1";""
"584753000";"2222800";"3297";"4253.4";""
"585958000";"2222800";"3297";"4262.4";""
"587091000";"2222800";"3297";"4271.2";""
"588224000";"2206100";"3297";"4280.3";""
"589358000";"2206100";"3298";"4289.0";""
"590432000";"2206100";"3298";"4294.2";""
"591632000";"2206100";"3298";"4303.0";""
"592765000";"2206100";"3297";"4312.0";""
"593898000";"2206100";"3297";"4320.8";""
"595033000";"2207800";"3297";"4329.9";""
"596112000";"2207800";"3297";"4335.1";""
"597311000";"2207800";"3297";"4344.2";""
"598449000";"2207800";"3297";"4352.9";""
"599582000";"2207800";"3297";"4362.0";""
"600716000";"2207800";"3297";"4370.7";""
"601790000";"2207800";"3297";"4376.0";""
"602987000";"2105300";"3297";"4385.1";""
"604120000";"2105300";"3297";"4393.8";""
"605253000";"2105300";"3297";"4402.5";""
"606393000";"2105300";"3297";"4411.6";""
